ID,Name,Type,Category,PP,Power,Accuracy,SwSh,BDSP,LA,Contact,Target,SwSh_TM,SwSh_TM_No,BDSP_TM,BDSP_TM_No,is_TR,TR,Priority,Multihit,Charge,Recharge,Binding,Sound,Powder,Recoil,Gen
290,Secret Power,Normal,Physical,20,70,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
291,Dive,Water,Physical,10,80,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,45,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,3
292,Arm Thrust,Fighting,Physical,20,15,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
293,Camouflage,Normal,Status,20,0,101,FALSE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
294,Tail Glow,Bug,Status,20,0,101,FALSE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
295,Luster Purge,Psychic,Special,5,70,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
296,Mist Ball,Psychic,Special,5,70,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
297,Feather Dance,Flying,Status,15,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
298,Teeter Dance,Normal,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
299,Blaze Kick,Fire,Physical,10,85,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
300,Mud Sport,Ground,Status,15,0,101,FALSE,FALSE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
301,Ice Ball,Ice,Physical,20,30,90,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
302,Needle Arm,Grass,Physical,15,60,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
303,Slack Off,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
304,Hyper Voice,Normal,Special,10,90,100,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,TRUE,42,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,3
305,Poison Fang,Poison,Physical,15,50,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
306,Crush Claw,Normal,Physical,10,75,95,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
307,Blast Burn,Fire,Special,5,150,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,3
308,Hydro Cannon,Water,Special,5,150,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,3
309,Meteor Mash,Steel,Physical,10,90,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
310,Astonish,Ghost,Physical,15,30,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
311,Weather Ball,Normal,Special,10,50,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,46,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
312,Aromatherapy,Grass,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
313,Fake Tears,Dark,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,47,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
314,Air Cutter,Flying,Special,25,60,95,TRUE,TRUE,TRUE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
315,Overheat,Fire,Special,5,130,90,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,50,TRUE,43,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
316,Odor Sleuth,Normal,Status,40,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
317,Rock Tomb,Rock,Physical,15,60,95,TRUE,TRUE,FALSE,FALSE,single,TRUE,48,TRUE,39,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
318,Silver Wind,Bug,Special,5,60,100,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
319,Metal Sound,Steel,Status,40,0,85,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,3
320,Grass Whistle,Grass,Status,15,0,55,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,3
321,Tickle,Normal,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
322,Cosmic Power,Psychic,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,TRUE,44,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
323,Water Spout,Water,Special,5,150,100,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
324,Signal Beam,Bug,Special,15,75,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
325,Shadow Punch,Ghost,Physical,20,60,101,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
326,Extrasensory,Psychic,Special,20,80,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
327,Sky Uppercut,Fighting,Physical,15,85,90,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
328,Sand Tomb,Ground,Physical,15,35,85,TRUE,TRUE,FALSE,FALSE,single,TRUE,49,FALSE,,FALSE,,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,3
329,Sheer Cold,Ice,Special,5,5000,30,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
330,Muddy Water,Water,Special,10,90,85,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,TRUE,45,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
331,Bullet Seed,Grass,Physical,30,25,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,50,TRUE,9,FALSE,,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
332,Aerial Ace,Flying,Physical,20,60,101,TRUE,TRUE,TRUE,TRUE,single,FALSE,,TRUE,40,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
333,Icicle Spear,Ice,Physical,30,25,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,51,FALSE,,FALSE,,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
334,Iron Defense,Steel,Status,15,0,101,TRUE,TRUE,TRUE,FALSE,self,FALSE,,FALSE,,TRUE,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
335,Block,Normal,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
336,Howl,Normal,Status,40,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,3
337,Dragon Claw,Dragon,Physical,15,80,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,TRUE,2,TRUE,47,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
338,Frenzy Plant,Grass,Special,5,150,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,3
339,Bulk Up,Fighting,Status,20,0,101,TRUE,TRUE,TRUE,FALSE,self,FALSE,,TRUE,8,TRUE,48,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
340,Bounce,Flying,Physical,5,85,85,TRUE,TRUE,FALSE,TRUE,single,TRUE,52,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,3
341,Mud Shot,Ground,Special,15,55,95,TRUE,TRUE,FALSE,FALSE,single,TRUE,53,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
342,Poison Tail,Poison,Physical,25,50,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
343,Covet,Normal,Physical,25,60,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
344,Volt Tackle,Electric,Physical,15,120,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,33,3
345,Magical Leaf,Grass,Special,20,60,101,TRUE,TRUE,TRUE,FALSE,single,TRUE,10,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
346,Water Sport,Water,Status,15,0,101,FALSE,FALSE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
347,Calm Mind,Psychic,Status,20,0,101,TRUE,TRUE,TRUE,FALSE,self,FALSE,,TRUE,4,TRUE,49,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
348,Leaf Blade,Grass,Physical,15,90,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,50,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
349,Dragon Dance,Dragon,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,TRUE,51,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
350,Rock Blast,Rock,Physical,10,25,90,TRUE,TRUE,FALSE,FALSE,single,TRUE,54,FALSE,,FALSE,,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
351,Shock Wave,Electric,Special,20,60,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,34,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
352,Water Pulse,Water,Special,20,60,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,3,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
353,Doom Desire,Steel,Special,5,140,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
354,Psycho Boost,Psychic,Special,5,140,90,FALSE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
355,Roost,Flying,Status,10,0,101,TRUE,TRUE,TRUE,FALSE,self,FALSE,,TRUE,51,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
356,Gravity,Psychic,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
357,Miracle Eye,Psychic,Status,40,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
358,Wake-Up Slap,Fighting,Physical,10,70,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
359,Hammer Arm,Fighting,Physical,10,100,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
360,Gyro Ball,Steel,Physical,5,0,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,TRUE,74,TRUE,52,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
361,Healing Wish,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
362,Brine,Water,Special,10,65,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,55,TRUE,55,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
363,Natural Gift,Normal,Physical,15,0,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
364,Feint,Normal,Physical,10,30,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
365,Pluck,Flying,Physical,20,60,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,TRUE,88,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
366,Tailwind,Flying,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
367,Acupressure,Normal,Status,30,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
368,Metal Burst,Steel,Physical,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
369,U-turn,Bug,Physical,20,70,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,56,TRUE,89,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
370,Close Combat,Fighting,Physical,5,120,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,53,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
371,Payback,Dark,Physical,10,50,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,57,TRUE,66,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
372,Assurance,Dark,Physical,10,60,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,58,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
373,Embargo,Dark,Status,15,0,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
374,Fling,Dark,Physical,10,0,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,59,TRUE,56,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
375,Psycho Shift,Psychic,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
376,Trump Card,Normal,Special,5,0,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
377,Heal Block,Psychic,Status,15,0,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
378,Wring Out,Normal,Special,5,0,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
379,Power Trick,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
380,Gastro Acid,Poison,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
381,Lucky Chant,Normal,Status,30,0,101,FALSE,FALSE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
382,Me First,Normal,Status,20,0,101,FALSE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
383,Copycat,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
384,Power Swap,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,TRUE,60,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
385,Guard Swap,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,TRUE,61,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
386,Punishment,Dark,Physical,5,0,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
387,Last Resort,Normal,Physical,5,140,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
388,Worry Seed,Grass,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
389,Sucker Punch,Dark,Physical,5,70,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
390,Toxic Spikes,Poison,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,TRUE,54,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
391,Heart Swap,Psychic,Status,10,0,101,FALSE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
392,Aqua Ring,Water,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
393,Magnet Rise,Electric,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
394,Flare Blitz,Fire,Physical,15,120,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,55,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
395,Force Palm,Fighting,Physical,10,60,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
396,Aura Sphere,Fighting,Special,20,80,101,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,TRUE,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
397,Rock Polish,Rock,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,TRUE,69,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
398,Poison Jab,Poison,Physical,20,80,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,TRUE,84,TRUE,57,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
399,Dark Pulse,Dark,Special,15,80,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,79,TRUE,58,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
400,Night Slash,Dark,Physical,15,70,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
401,Aqua Tail,Water,Physical,10,90,90,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
402,Seed Bomb,Grass,Physical,15,80,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,59,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
403,Air Slash,Flying,Special,15,75,95,TRUE,TRUE,TRUE,FALSE,single,TRUE,95,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
404,X-Scissor,Bug,Physical,15,80,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,TRUE,81,TRUE,60,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
405,Bug Buzz,Bug,Special,10,90,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,62,TRUE,61,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,4
406,Dragon Pulse,Dragon,Special,10,85,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,59,TRUE,62,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
407,Dragon Rush,Dragon,Physical,10,100,75,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
408,Power Gem,Rock,Special,20,80,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,TRUE,63,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
409,Drain Punch,Fighting,Physical,10,75,100,TRUE,TRUE,TRUE,TRUE,single,TRUE,63,TRUE,60,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
410,Vacuum Wave,Fighting,Special,30,40,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
411,Focus Blast,Fighting,Special,5,120,70,TRUE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,52,TRUE,64,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
412,Energy Ball,Grass,Special,10,90,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,53,TRUE,65,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
413,Brave Bird,Flying,Physical,15,120,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,66,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,33,4
414,Earth Power,Ground,Special,10,90,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,TRUE,67,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
415,Switcheroo,Dark,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
416,Giga Impact,Normal,Physical,5,150,90,TRUE,TRUE,TRUE,TRUE,single,TRUE,9,TRUE,68,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,4
417,Nasty Plot,Dark,Status,20,0,101,TRUE,TRUE,TRUE,FALSE,self,FALSE,,TRUE,63,TRUE,68,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
418,Bullet Punch,Steel,Physical,30,40,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
419,Avalanche,Ice,Physical,10,60,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,64,TRUE,72,FALSE,,-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
420,Ice Shard,Ice,Physical,30,40,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
421,Shadow Claw,Ghost,Physical,15,70,100,TRUE,TRUE,TRUE,TRUE,single,TRUE,65,TRUE,65,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
422,Thunder Fang,Electric,Physical,15,65,95,TRUE,TRUE,TRUE,TRUE,single,TRUE,66,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
423,Ice Fang,Ice,Physical,15,65,95,TRUE,TRUE,TRUE,TRUE,single,TRUE,67,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
424,Fire Fang,Fire,Physical,15,65,95,TRUE,TRUE,TRUE,TRUE,single,TRUE,68,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
425,Shadow Sneak,Ghost,Physical,30,40,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
426,Mud Bomb,Ground,Special,10,65,85,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
427,Psycho Cut,Psychic,Physical,20,70,100,TRUE,TRUE,TRUE,FALSE,single,TRUE,69,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
428,Zen Headbutt,Psychic,Physical,15,80,90,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,69,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
429,Mirror Shot,Steel,Special,10,65,85,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
430,Flash Cannon,Steel,Special,10,80,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,91,TRUE,70,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
431,Rock Climb,Normal,Physical,20,90,85,FALSE,TRUE,FALSE,TRUE,single,FALSE,,TRUE,100,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
432,Defog,Flying,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,97,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
433,Trick Room,Psychic,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,70,TRUE,92,FALSE,,-7,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
